kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K04232.01,CONFIRMED,CANDIDATE,0.9980,2.61576515,0.25,2.777,120.4,1.06,1379.0,851.60,15.10,6088.00,4.446,0.9580,15.180,0,0,0,0
K04233.01,FALSE POSITIVE,FALSE POSITIVE,,409.2452,0.0176,13.06,531.2,2.1,244.0,0.84,12.80,5910.00,4.466,0.9110,15.420,1,0,0,0
K04234.01,CONFIRMED,CANDIDATE,0.9990,6.94245216,0.485,3.491,160.8,1.34,1003.0,239.39,14.70,6108.00,4.466,1.0300,15.158,0,0,0,0
K04302.01,CANDIDATE,CANDIDATE,0.9900,5.53312006,0.299,3.486,53.1,1.05,1303.0,680.77,13.40,6170.00,4.150,1.4250,13.591,0,0,0,0
K04303.01,CANDIDATE,CANDIDATE,0.0000,200.721168,0.234,9.91,822.5,3.32,327.0,2.72,13.10,5566.00,4.275,1.1700,15.511,0,0,0,0
K04304.01,CONFIRMED,CANDIDATE,0.9660,9.4061364,0.397,4.882,79.5,1.14,981.0,219.36,13.20,5855.00,4.240,1.2680,14.090,0,0,0,0
K04305.01,FALSE POSITIVE,FALSE POSITIVE,,0.935086665,0.4742,1.12,71.2,1.18,2431.0,8250.80,13.10,6762.00,4.282,1.3480,13.993,1,0,1,0
K04306.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.489457454,0.171,3.028,56.3,1.58,2415.0,8026.60,29.70,6316.00,3.908,2.0870,13.090,0,1,0,0
K04370.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.181165291,0.632,1.013,370.4,1.52,1398.0,905.88,14.10,5203.00,4.582,0.7470,15.971,0,0,1,0
K04371.01,CONFIRMED,CANDIDATE,0.9970,66.373298,0.021,8.559,415,1.99,471.0,11.59,13.70,6143.00,4.470,0.9760,15.370,0,0,0,0
K02732.02,CONFIRMED,CANDIDATE,0.9480,13.61165024,0.112,7.617,95.5,1.46,958.0,198.73,31.60,6170.00,4.192,1.4990,12.805,0,0,0,0
K04372.01,CONFIRMED,CANDIDATE,0.9770,6.24564633,0.594,2.459,212,1.06,731.0,67.62,11.90,4858.00,4.622,0.7070,15.485,0,0,0,0
K04373.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.945829261,0.326,1.715,98.2,0.86,1790.0,2433.01,15.10,5959.00,4.546,0.8590,15.263,0,1,1,1
K04435.01,CANDIDATE,CANDIDATE,0.9990,10.8614163,0.939,6.02,64.8,1.01,899.0,154.68,12.90,6339.00,4.454,1.0170,13.517,0,0,0,0
K04436.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.973160836,0.034,0.864,138.3,1.22,1932.0,3303.84,9.80,6108.00,4.466,1.0300,15.238,0,0,1,0
K04437.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.05943749,0.914,3.245,105.4,2.11,1295.0,664.54,18.10,5051.00,3.978,1.6550,13.514,0,0,0,1
K03004.02,CANDIDATE,CANDIDATE,0.9810,7.03965141,0.778,3.141,268.7,2.72,1171.0,445.49,9.80,5902.00,4.128,1.5130,14.935,0,0,0,0
K07662.01,CANDIDATE,CANDIDATE,0.9840,4.72519164,0.6,3.751,98.8,3.98,2250.0,6060.79,10.00,6655.00,3.490,3.8310,12.358,0,0,0,0
K04438.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.39903778,0.241,3.15,186.6,6.54,1780.0,2376.40,24.10,5178.00,3.286,4.8560,13.507,0,0,0,1
K04235.01,CANDIDATE,CANDIDATE,0.9970,66.6434565,0.985,2.385,277.3,2.99,476.0,12.17,14.80,5751.00,4.339,1.1640,13.224,0,0,0,0
K04236.01,FALSE POSITIVE,FALSE POSITIVE,,0.739761008,1.2359,7.589,292.1,9.67,839.0,117.05,34.70,3417.00,4.900,0.3500,15.049,0,1,1,1
K04237.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.950735805,0.57,1.1434,175.1,1.39,1908.0,3129.59,17.10,6039.00,4.478,1.0050,15.156,0,0,1,0
K04238.01,FALSE POSITIVE,FALSE POSITIVE,,369.819993,0.9179,20.232,1599,4.25,201.0,0.38,42.10,4806.00,4.495,0.8390,15.089,1,0,0,0
K04239.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.17815935,0.503,1.839,116.3,1.22,1561.0,1398.42,14.10,6258.00,4.413,1.0980,14.975,0,1,1,1
K04307.01,CANDIDATE,CANDIDATE,0.2980,160.850075,0.769,9.427,428.1,3.41,413.0,6.87,16.10,5999.00,4.168,1.5070,14.218,0,0,0,0
K04308.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.720460644,1.272,1.7846,2111.5,37.33,2240.0,5954.82,117.20,6304.00,4.435,1.0580,14.828,1,0,1,0
K04309.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.7948721,1.168,1.713,305.1,16.1,1083.0,325.63,11.30,5883.00,4.580,0.7930,15.302,0,0,1,0
K00612.03,CONFIRMED,CANDIDATE,0.9950,122.0804953,0.957,4.054,799.9,2.92,297.0,1.83,23.30,5132.00,4.571,0.7700,14.157,0,0,0,0
K02563.02,CANDIDATE,CANDIDATE,0.9800,6.2614227,0.069,4.779,51.4,0.81,1146.0,407.58,10.60,6384.00,4.361,1.1210,13.973,0,0,0,0
K04374.01,CANDIDATE,CANDIDATE,1.0000,3.70386741,0.033,1.41,125.7,0.86,1012.0,247.20,13.10,5496.00,4.592,0.7760,14.108,0,0,0,0
K04375.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.638437699,0.904,0.3028,286.8,2.48,1709.0,2024.34,25.80,5073.00,4.571,0.8240,15.230,1,0,0,0
K04376.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.8912851,1.216,6.182,1223.4,19.96,1061.0,299.44,25.70,4700.00,4.605,0.7070,16.851,0,0,1,1
K04377.01,CANDIDATE,CANDIDATE,0.9260,19.8751355,0.919,8.041,109,2.49,1061.0,299.47,15.20,6918.00,4.021,2.0040,13.543,0,0,0,0
K04378.01,FALSE POSITIVE,FALSE POSITIVE,,343.42046,0.3519,11.11,482.7,2.15,270.0,1.27,10.00,6115.00,4.469,0.9670,15.223,1,0,0,0
K07658.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.47148164,0.719,4.679,122.7,0.85,970.0,209.73,9.50,5297.00,4.626,0.7160,15.795,0,0,1,1
K04444.01,CONFIRMED,CANDIDATE,1.0000,5.94373492,0.197,1.847,301,1.14,674.0,48.82,13.20,4391.00,4.598,0.6820,15.583,0,0,0,0
K04445.01,FALSE POSITIVE,FALSE POSITIVE,,244.60373,0.2652,10.87,769.8,2.1,235.0,0.72,17.70,5166.00,4.593,0.7710,15.319,1,0,0,0
K04446.01,CONFIRMED,CANDIDATE,0.8950,85.7567919,0.713,5.695,159.1,2.99,528.0,18.44,16.90,5037.00,3.783,2.2130,12.429,0,0,0,0
K04447.01,CONFIRMED,CANDIDATE,1.0000,2.18660188,0.828,1.585,122.3,0.98,1099.0,345.07,14.20,4904.00,4.535,0.7720,14.793,0,0,0,0
K03043.02,CANDIDATE,CANDIDATE,,7.2929891,0.022,4.053,72.5,0.73,904.0,158.19,7.10,5959.00,4.549,0.8560,14.829,0,0,0,0
K04240.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.1339356,0.768,4.477,203.7,1.58,1315.0,704.95,21.40,6137.00,4.460,1.0180,15.725,0,1,1,0
K04241.01,CONFIRMED,CANDIDATE,0.9920,2.55315031,0.32,1.849,185.3,1.25,1312.0,699.70,15.40,5970.00,4.521,0.9080,15.424,0,0,0,0
K02458.02,CONFIRMED,CANDIDATE,1.0000,2.936587946,0.863,1.8952,279.6,1.77,1190.0,473.18,20.10,5455.00,4.421,0.9090,15.404,0,0,0,0
K04242.01,CANDIDATE,CANDIDATE,0.9960,145.786556,0.133,4.891,378,1.82,331.0,2.84,13.90,5578.00,4.440,0.9500,14.410,0,0,0,0
K04243.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33254212,0.662,3.848,37.4,1.45,2694.0,12477.61,10.60,6613.00,3.870,2.2370,13.000,0,0,1,1
K04310.01,CONFIRMED,CANDIDATE,0.9860,10.7769944,0.069,2.616,185.6,1.15,752.0,75.83,11.30,5455.00,4.457,0.8520,14.587,0,0,0,0
K07668.01,CANDIDATE,CANDIDATE,0.7700,2.5093344,0.019,1.833,184.3,1.47,1483.0,1143.04,8.40,6278.00,4.425,1.0810,15.588,0,0,0,0
K04311.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.918921494,0.011,0.9425,321,1.49,1697.0,1960.12,23.70,5655.00,4.561,0.8330,15.606,1,0,1,0
K04312.01,CONFIRMED,CANDIDATE,0.9900,7.84931877,0.107,3.747,68.2,0.81,925.0,172.98,12.60,5678.00,4.365,0.9900,13.858,0,0,0,0
K04313.01,FALSE POSITIVE,FALSE POSITIVE,,67.7125988,1.8756,1.538,542.4,82.63,460.0,10.63,13.40,6309.00,4.517,0.8470,14.213,1,0,0,0
K04314.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,12.4285576,0.892,13.98,620.1,2.22,669.0,47.26,13.20,5492.00,4.604,0.7520,15.663,0,1,0,0
K04379.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.275511306,0.011,1.889,69.3,0.84,1739.0,2160.97,10.30,5921.00,4.418,1.0150,15.083,0,0,1,0
K04380.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,5.78159956,0.66,2.222,72.8,1.7,1475.0,1117.19,16.40,6443.00,4.023,1.8840,13.384,0,0,1,0
K04381.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.4805019,0.972,8.345,164.9,1.26,781.0,87.82,11.00,5555.00,4.554,0.7370,15.313,0,0,1,1
K02732.04,CANDIDATE,CANDIDATE,0.8480,24.5607107,0.374,8.679,55.2,1.13,787.0,90.55,14.90,6170.00,4.192,1.4990,12.805,0,0,0,0
K04382.01,CONFIRMED,CANDIDATE,1.0000,2.94648935,0.01,3.155,57,0.89,1497.0,1187.50,12.70,6481.00,4.378,1.1710,14.144,0,0,0,0
K04173.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.227986164,0.477,1.551,150.5,1.17,1673.0,1846.47,14.80,5746.00,4.435,0.9310,14.966,0,0,1,0
K04174.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.11548883,0.505,4.008,169.5,1.29,1426.0,978.38,17.60,5952.00,4.489,0.9710,15.627,0,0,1,1
K07659.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,358.96247,0.424,23.49,670.8,2.37,242.0,0.81,12.10,5743.00,4.527,0.9040,15.389,1,0,1,0
K04175.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.17815196,0.32,2.445,245,1.09,1139.0,395.98,17.90,5357.00,4.634,0.7000,15.916,0,0,1,1
K04176.01,FALSE POSITIVE,FALSE POSITIVE,,342.315407,0.1974,12.476,719.7,3.15,304.0,2.03,13.30,6425.00,4.373,1.1640,15.091,1,0,1,0
K04177.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.089077224,0.206,2.705,152.7,1,1458.0,1068.22,18.70,5118.00,4.547,0.8300,15.472,0,0,1,1
K04244.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.288066288,1.378,6.4616,10082.6,34.84,1310.0,692.00,230.70,5233.00,4.625,0.6390,15.313,0,1,1,1
K04245.01,CANDIDATE,CANDIDATE,0.9650,24.6683831,0.751,8.556,109.2,1.76,788.0,91.32,15.30,6059.00,4.151,1.5540,13.572,0,0,0,0
K07663.01,FALSE POSITIVE,FALSE POSITIVE,0.0160,2.31894284,0.72,5.321,66.5,0.87,1375.0,844.12,13.60,5780.00,4.438,1.0000,13.232,1,0,1,0
K04246.01,CONFIRMED,CANDIDATE,0.3640,6.98472143,0.451,2.724,90.7,1.19,1059.0,297.15,11.70,5839.00,4.279,1.2270,13.382,0,0,0,0
K04247.01,CANDIDATE,CANDIDATE,,349.41047,0.2791,15.02,652.8,2.41,253.0,0.97,17.70,5878.00,4.512,0.9450,15.346,0,0,0,0
K04248.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.562563871,0.36,1.591,34.6,0.69,2626.0,11201.45,16.40,6577.00,4.381,1.1450,13.540,0,1,1,1
K04315.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.93373458,0.574,4.364,127.7,0.93,1573.0,1446.48,27.80,5335.00,4.577,0.8040,14.760,0,0,0,1
K04316.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33251948,0.402,3.733,233.7,1.64,1751.0,2218.21,17.70,5926.00,4.381,1.0580,16.334,0,0,0,1
K04317.01,FALSE POSITIVE,FALSE POSITIVE,,168.84663,0.1251,9.75,215.1,1.45,329.0,2.78,9.30,5897.00,4.489,0.9920,13.859,1,0,0,0
K04318.01,CANDIDATE,CANDIDATE,0.9380,14.8162925,0.857,4.973,108.2,1.57,912.0,163.33,12.50,6356.00,4.270,1.3250,12.583,0,0,0,0
K04319.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,160.4122022,0.903,4.92,2538,4.45,270.0,1.26,24.40,5269.00,4.620,0.7270,15.407,0,1,1,0
K04382.02,CANDIDATE,CANDIDATE,,3.98167088,0.2076,3.609,44.7,0.79,1356.0,798.79,10.30,6484.00,4.377,1.1730,14.144,0,0,0,0
K04383.01,CONFIRMED,CANDIDATE,0.9990,4.34195312,0.118,2.598,73.3,0.94,1236.0,552.70,10.60,6164.00,4.378,1.0900,13.874,0,0,0,0
K04384.01,CONFIRMED,CANDIDATE,0.9970,122.358116,0.255,10.768,352.8,2.15,407.0,6.46,12.20,5998.00,4.324,1.1390,14.945,0,0,0,0
K04385.01,CONFIRMED,CANDIDATE,1.0000,7.298142,0.411,3.024,370.5,1.6,786.0,90.04,13.60,5119.00,4.508,0.8340,15.825,0,0,0,0
K04386.01,CONFIRMED,CANDIDATE,0.9670,18.5010898,0.719,3.179,421.1,1.62,555.0,22.40,14.70,5242.00,4.613,0.7340,15.789,0,0,0,0
K04178.01,CANDIDATE,CANDIDATE,1.0000,7.016016,0.89,3.8,169,1.72,1138.0,396.43,6.30,6642.00,4.390,1.1360,14.404,0,0,0,0
K04179.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.569961046,0.343,1.446,44.2,1.04,2743.0,13463.04,18.90,5814.00,4.066,1.5490,13.333,0,1,1,0
K00566.03,CANDIDATE,CANDIDATE,0.9640,42.068554,0.022,5.723,186.3,1.32,541.0,20.28,9.80,6122.00,4.487,0.9640,14.718,0,0,0,0
K04180.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,1.121634781,0.409,1.155,71.5,0.6,1225.0,529.90,14.80,4518.00,4.589,0.7200,13.958,0,0,1,0
K04181.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33256979,0.207,3.293,104.2,0.97,1692.0,1943.76,18.40,6089.00,4.495,0.9500,15.377,0,0,1,1
K04182.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.536650896,1.175,4.702,273.2,18.45,2163.0,5179.76,117.80,5819.00,4.494,0.8810,13.956,1,0,0,0
K04249.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,397.73699,0.883,11.76,1131.5,3.05,211.0,0.47,15.30,5313.00,4.521,0.7680,15.086,1,0,0,0
K04250.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.17818699,0.553,2.686,115.8,1.03,1347.0,776.45,15.40,5584.00,4.428,0.9320,15.123,0,0,1,1
K04251.01,CANDIDATE,CANDIDATE,1.0000,6.23968392,0.679,0.668,155.9,1.55,1060.0,299.03,9.00,5751.00,4.303,1.1430,13.795,0,0,0,0
K02485.02,CONFIRMED,CANDIDATE,0.9980,3.60082855,0.395,1.938,296.3,1.36,927.0,174.45,17.90,4838.00,4.524,0.7960,15.311,0,0,0,0
K04252.01,CONFIRMED,CANDIDATE,0.9990,15.5714121,0.312,2.294,173.5,0.72,399.0,5.98,13.00,3872.00,4.714,0.5570,13.977,0,0,0,0
K02579.02,CONFIRMED,CANDIDATE,0.9800,3.59645081,0.781,2.661,149.6,1.66,1327.0,732.82,16.20,5887.00,4.292,1.2350,15.147,0,0,0,0
K04320.01,CONFIRMED,CANDIDATE,0.5540,20.6579443,0.188,8.798,98.2,1.27,728.0,66.27,14.10,5468.00,4.171,1.3060,14.216,0,0,0,0
K04321.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.760941405,0.26,1.773,186.6,1.18,1817.0,2591.44,15.20,5629.00,4.553,0.8700,15.855,0,0,1,1
K07669.01,FALSE POSITIVE,FALSE POSITIVE,0.4090,137.665706,0.041,3.732,536.9,15.41,720.0,63.38,11.70,4832.00,2.953,6.8970,13.199,1,0,0,0
K04322.01,FALSE POSITIVE,FALSE POSITIVE,,370.90237,0.0566,10.558,545.8,1.97,238.0,0.76,14.70,5835.00,4.554,0.8470,14.830,1,0,1,0
K04322.02,FALSE POSITIVE,FALSE POSITIVE,,321.55087,0.1608,5.863,397,1.68,250.0,0.92,8.20,5835.00,4.554,0.8470,14.830,1,0,0,0
K04387.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.54038914,0.043,1.683,71.8,0.84,1638.0,1701.30,9.10,5974.00,4.422,0.9890,14.753,0,0,0,1
K04388.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,71.76236302,0.052,29.435,8591.9,25.76,665.0,46.35,1134.30,5529.00,3.685,2.8170,12.045,0,1,0,0
K04389.01,CANDIDATE,CANDIDATE,0.5710,16.3368863,0.066,3.597,225.9,1.27,642.0,40.22,12.10,5410.00,4.490,0.8590,15.050,0,0,0,0
K04390.01,CANDIDATE,CANDIDATE,1.0000,1.63668262,1.22,1.907,921.7,103.99,2562.0,10160.30,12.90,5234.00,3.436,3.7390,16.494,0,0,0,0
K02744.02,CANDIDATE,CANDIDATE,0.5790,11.615625,0.977,2.233,191.2,2.84,905.0,158.69,8.80,5332.00,4.083,1.4530,15.162,0,0,0,0
K02365.02,CONFIRMED,CANDIDATE,0.9470,110.978266,0.074,11.312,150.2,1.86,463.0,10.84,14.00,5883.00,4.149,1.5290,13.848,0,0,0,0
K04183.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.952378454,0.996,3.892,43.8,1.46,2528.0,9651.76,17.40,6963.00,4.250,1.3750,13.541,1,0,1,1
K04184.01,CONFIRMED,CANDIDATE,0.9990,6.08003714,0.254,1.308,184,1.07,808.0,100.72,17.70,4991.00,4.513,0.8040,13.473,0,0,0,0
K04185.01,CONFIRMED,CANDIDATE,0.9920,3.035206175,0.965,0.6182,696.9,3.59,1143.0,403.53,19.10,5505.00,4.503,0.8730,15.556,0,0,0,0
K07660.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,358.96844,0.151,21.71,807.8,2.7,263.0,1.13,13.30,6117.00,4.496,0.9470,15.360,1,0,1,0
K04186.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.21316437,0.672,3.874,116.1,0.95,1374.0,841.98,27.90,5921.00,4.465,0.8300,14.400,0,1,1,0
K04253.01,CANDIDATE,CANDIDATE,,173.2578372,1.9038,2.027,687,117.29,376.0,4.73,13.50,6392.00,4.399,1.1620,14.201,0,0,0,0
K04254.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.530967987,0.093,1.812,26.9,1.08,4196.0,73103.16,24.10,8473.00,4.123,2.0520,12.717,1,0,1,1
K04255.01,CONFIRMED,CANDIDATE,0.9740,6.30558387,0.601,2.619,193.1,2.52,1125.0,378.90,9.50,4934.00,3.927,1.7560,15.056,0,0,0,0
K04256.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.2058608,0.438,7.39,182,1.14,1012.0,248.04,13.30,5590.00,4.560,0.8390,15.892,0,0,1,1
K04257.01,CANDIDATE,CANDIDATE,0.7000,41.6757509,0.256,10.848,142,2.1,690.0,53.72,22.60,5745.00,3.957,1.7630,13.340,0,0,0,0
K04323.01,CANDIDATE,CANDIDATE,0.9100,11.49589567,0.295,2.256,108.3,1.59,1057.0,295.46,13.20,6290.00,4.133,1.5060,13.582,0,0,0,0
K04324.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.4803326,0.556,5.918,35.6,1.35,1390.0,882.07,11.00,6245.00,3.826,2.1790,12.797,0,0,1,1
K04325.01,CANDIDATE,CANDIDATE,0.8680,0.609926502,0.24,1.2529,133.8,1.12,2141.0,4990.14,15.30,5936.00,4.501,0.9650,15.682,0,0,0,0
K04326.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.750744255,1.154,1.7921,170.6,17.07,2074.0,4387.10,50.40,6187.00,4.499,0.9370,13.941,1,0,0,1
K04327.01,CONFIRMED,CANDIDATE,0.9920,0.991659646,0.765,2.215,77.3,1.19,2102.0,4614.18,13.50,6117.00,4.315,1.2440,14.978,0,0,0,0
K07670.01,CANDIDATE,CANDIDATE,0.9990,8.4795266,0.136,6.052,163.3,1.18,865.0,132.02,8.00,5841.00,4.520,0.9310,15.994,0,0,0,0
K04391.01,CANDIDATE,CANDIDATE,0.9900,49.4746966,0.491,10.46,291,1.62,498.0,14.50,17.20,5952.00,4.475,0.9280,14.955,0,0,0,0
K04392.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,118.609553,0.993,22.74,380.9,2.86,299.0,1.88,13.10,5017.00,4.531,0.7920,15.133,0,0,1,0
K04393.01,CANDIDATE,CANDIDATE,0.9360,1.62888267,0.147,1.72,130.9,0.92,1327.0,733.67,12.50,5398.00,4.571,0.8110,15.295,0,0,0,0
K04394.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.616386349,0.226,0.8136,79.4,2.94,3552.0,37463.63,21.90,5665.00,3.580,3.2660,12.985,1,0,0,0
K04395.01,CANDIDATE,CANDIDATE,0.5280,1.920062587,0.387,1.437,226.8,1.12,1189.0,471.84,12.60,5266.00,4.611,0.7410,15.686,0,0,0,0
K04396.01,FALSE POSITIVE,FALSE POSITIVE,,88.91323139,,2.92,,,,,,,,,12.981,1,0,0,0
K04187.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.07162308,0.331,2.587,123,1.42,1162.0,431.05,16.90,6313.00,4.240,1.2590,13.722,0,0,1,0
K04188.01,CONFIRMED,CANDIDATE,0.9920,6.96352699,0.09,3.192,68.1,1.4,1298.0,669.78,17.40,6040.00,3.978,1.6860,13.128,0,0,0,0
K04189.01,CONFIRMED,CANDIDATE,0.9970,64.2729088,0.908,12.136,1213.9,5.38,554.0,22.31,27.40,6341.00,4.278,1.2990,15.589,0,0,0,0
K04190.01,CONFIRMED,CANDIDATE,0.9310,3.4327371,0.703,4.001,63.2,0.75,1134.0,390.57,15.30,5757.00,4.536,0.8810,13.583,0,0,0,0
K04191.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.8452726,0.566,2.555,93.2,2.34,1276.0,626.93,10.40,6845.00,3.890,2.3240,12.632,0,1,1,0
K07695.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.687506554,0.085,1.441,130.3,8.73,4748.0,120304.40,14.40,4643.00,2.595,7.9060,12.467,1,0,1,0
K04258.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566801617,0.565,2.75,24.9,0.88,3018.0,19598.53,26.40,6287.00,4.064,1.6930,12.528,1,0,0,1
K04259.01,CANDIDATE,CANDIDATE,0.8850,0.909127736,0.098,1.431,98.7,0.98,1818.0,2566.87,13.90,5486.00,4.389,0.9960,15.195,0,0,0,0
K04260.01,FALSE POSITIVE,FALSE POSITIVE,,371.63327,0.8185,14.92,107,1.83,316.0,2.36,15.20,5802.00,4.073,1.5900,11.443,1,0,0,0
K04261.01,CONFIRMED,CANDIDATE,0.7410,1.450889836,0.333,1.753,135.7,1.21,1700.0,1970.75,15.70,6046.00,4.423,1.0230,15.369,0,0,0,0
K02485.03,CONFIRMED,CANDIDATE,0.9940,5.72716067,0.447,2.23,310.9,1.4,794.0,93.96,16.00,4838.00,4.524,0.7960,15.311,0,0,0,0
K04328.01,FALSE POSITIVE,FALSE POSITIVE,,407.59415,0.0274,7.3,462.4,2.11,266.0,1.18,7.70,6198.00,4.402,0.9740,14.854,1,0,1,0
K02579.03,CANDIDATE,CANDIDATE,0.9390,10.30148508,0.445,3.903,162.7,1.6,934.0,180.14,12.60,5887.00,4.292,1.2350,15.147,0,0,0,0
K04329.01,CANDIDATE,CANDIDATE,0.9140,17.8007815,0.928,6.547,44.5,1.02,816.0,105.04,14.20,6240.00,4.326,1.2520,12.018,0,0,0,0
K04330.01,FALSE POSITIVE,FALSE POSITIVE,,358.101884,0.5804,6.393,114,0.95,242.0,0.81,12.80,5786.00,4.526,0.8560,11.678,1,0,0,0
K04331.01,CANDIDATE,CANDIDATE,0.9070,1.717859841,0.35,0.908,66.3,1.45,2212.0,5645.85,9.50,6694.00,4.084,1.7320,13.228,0,0,0,0
K04396.02,FALSE POSITIVE,FALSE POSITIVE,,46.0771501,,3.03,,,,,,,,,12.981,1,0,0,0
K04396.03,FALSE POSITIVE,FALSE POSITIVE,,42.62423329,,1.47,,,,,,,,,12.981,1,0,0,0
K04397.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.447861451,0.427,0.8541,265.4,1.42,2263.0,6221.08,20.30,5901.00,4.553,0.8480,15.497,0,0,1,0
K04398.01,CANDIDATE,CANDIDATE,0.9790,7.3422467,0.253,2.029,366.8,1.6,837.0,115.93,11.80,5573.00,4.562,0.8390,15.486,0,0,0,0
K00647.02,CANDIDATE,CANDIDATE,0.9350,8.1134681,0.454,4.961,40.5,0.92,1127.0,381.27,10.50,6011.00,4.123,1.4090,13.550,0,0,0,0
K02842.03,CONFIRMED,CANDIDATE,0.9470,3.036208739,0.111,0.9324,1820.5,1.4,520.0,17.31,26.00,3464.00,4.923,0.3280,16.257,0,0,0,0
K04192.01,CONFIRMED,CANDIDATE,1.0000,18.0541469,0.175,4.587,283.1,1.51,635.0,38.57,19.30,5505.00,4.501,0.9090,15.004,0,0,0,0
K02420.02,CANDIDATE,CANDIDATE,0.9910,5.4675514,0.27,3.283,87.2,1.07,1078.0,319.36,10.40,5557.00,4.288,1.1510,14.746,0,0,0,0
K07689.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.01530474,1.245,8.7622,16445.2,64.77,2324.0,6918.45,1823.00,6428.00,4.226,1.4400,13.647,0,1,1,0
K04193.01,FALSE POSITIVE,FALSE POSITIVE,0.8400,94.180473,0.955,7.345,1104.4,4.17,478.0,12.34,15.60,6997.00,4.475,1.0000,14.848,1,0,0,0
K04194.01,CONFIRMED,CANDIDATE,0.9960,1.538185321,0.7,1.683,277.2,1.29,1234.0,547.92,15.20,5107.00,4.615,0.7230,15.329,0,0,0,0
K04195.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332567643,0.642,4.284,56.7,0.62,1482.0,1143.87,24.00,5687.00,4.582,0.7900,14.150,0,1,1,1
K04262.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.089076495,0.597,2.274,43.7,0.75,2016.0,3923.24,15.30,6444.00,4.416,1.0790,13.938,0,0,1,1
K04263.01,FALSE POSITIVE,FALSE POSITIVE,0.0020,1.662710314,0.577,1.83,85.9,2.16,2307.0,6700.60,23.80,6028.00,3.842,2.2440,13.970,0,0,1,0
K07696.01,FALSE POSITIVE,FALSE POSITIVE,0.0440,472.071079,0.388,5.759,252.6,2.01,268.0,1.22,6.40,6186.00,4.358,1.2530,14.002,1,0,0,0
